CustomerID,CustomerCode,Segment,Country,Age,Gender
156,C00156,Consumer,Egypt,19,M
157,C00157,Consumer,Egypt,53,F
158,C00158,Consumer,USA,41,M
159,C00159,Consumer,KSA,31,M
160,C00160,Consumer,KSA,36,F
161,C00161,Corporate,Spain,33,F
162,C00162,Consumer,UK,46,M
163,C00163,Consumer,Italy,58,M
164,C00164,Corporate,Canada,35,M
165,C00165,Consumer,UK,47,F
166,C00166,Consumer,France,32,M
167,C00167,Consumer,KSA,40,M
168,C00168,Consumer,UK,35,F
169,C00169,Home Office,Canada,41,M
170,C00170,Home Office,Egypt,45,M
171,C00171,Consumer,Egypt,34,M
172,C00172,Corporate,USA,19,M
173,C00173,Consumer,Canada,24,M
174,C00174,Home Office,UK,57,M
175,C00175,Consumer,UK,30,M
176,C00176,Consumer,Spain,48,M
177,C00177,Consumer,Germany,28,F
178,C00178,Consumer,Egypt,41,F
179,C00179,Consumer,KSA,50,F
180,C00180,Consumer,USA,49,F
181,C00181,Consumer,Canada,53,M
182,C00182,Corporate,Spain,46,F
183,C00183,Consumer,Spain,56,M
184,C00184,Corporate,Italy,34,M
185,C00185,Consumer,Egypt,40,F
186,C00186,Consumer,UK,59,F
187,C00187,Consumer,France,25,M
188,C00188,Consumer,France,28,M
189,C00189,Home Office,UAE,36,M
190,C00190,Consumer,France,41,M
191,C00191,Consumer,UK,47,F
192,C00192,Home Office,UAE,51,F
193,C00193,Consumer,Canada,49,F
194,C00194,Corporate,Canada,29,F
195,C00195,Corporate,Spain,54,M
196,C00196,Corporate,UK,51,M
197,C00197,Consumer,Canada,45,M
198,C00198,Home Office,Canada,24,M
199,C00199,Corporate,Canada,49,F
200,C00200,Consumer,France,30,M
201,C00201,Corporate,Canada,38,F
202,C00202,Consumer,Canada,31,F
203,C00203,Consumer,USA,51,F
204,C00204,Consumer,USA,40,F
205,C00205,Home Office,Spain,52,M
206,C00206,Consumer,USA,58,M
207,C00207,Consumer,Canada,46,F
208,C00208,Corporate,KSA,18,F
209,C00209,Corporate,France,51,M
210,C00210,Consumer,USA,22,F
211,C00211,Corporate,Spain,18,F
212,C00212,Consumer,Italy,40,M
213,C00213,Consumer,UAE,55,F
214,C00214,Consumer,UAE,35,F
215,C00215,Consumer,KSA,53,F
216,C00216,Consumer,Germany,36,M
217,C00217,Consumer,Italy,55,F
218,C00218,Consumer,UK,46,M
219,C00219,Corporate,Spain,51,F
220,C00220,Consumer,Canada,50,M
221,C00221,Consumer,UK,42,M
222,C00222,Corporate,Canada,48,F
223,C00223,Consumer,Spain,56,M
224,C00224,Consumer,Spain,22,M
225,C00225,Consumer,France,26,F
226,C00226,Consumer,USA,58,F
227,C00227,Consumer,Spain,35,F
228,C00228,Corporate,Canada,39,F
229,C00229,Consumer,France,55,M
230,C00230,Consumer,Germany,55,F
231,C00231,Consumer,Canada,49,M
232,C00232,Consumer,Italy,19,M
233,C00233,Consumer,Germany,31,M
234,C00234,Corporate,UK,18,M
235,C00235,Consumer,Germany,51,F
236,C00236,Consumer,KSA,54,M
237,C00237,Home Office,Italy,46,M
238,C00238,Home Office,Egypt,29,F
239,C00239,Consumer,UK,41,M
240,C00240,Consumer,UK,31,F
241,C00241,Consumer,Canada,36,M
242,C00242,Home Office,USA,49,M
243,C00243,Consumer,USA,28,F
244,C00244,Consumer,USA,29,F
245,C00245,Consumer,USA,20,F
246,C00246,Consumer,UK,50,M
247,C00247,Consumer,Spain,26,F
248,C00248,Consumer,France,27,M
249,C00249,Consumer,Germany,22,M
250,C00250,Consumer,Egypt,22,F
251,C00251,Consumer,USA,31,M
252,C00252,Corporate,Spain,37,F
253,C00253,Consumer,Germany,31,F
254,C00254,Consumer,Germany,54,F
255,C00255,Consumer,KSA,31,M
256,C00256,Consumer,Canada,38,M
257,C00257,Corporate,UK,24,F
258,C00258,Consumer,USA,18,F
259,C00259,Consumer,Canada,25,F
260,C00260,Consumer,USA,47,F
261,C00261,Consumer,USA,41,M
262,C00262,Corporate,Italy,38,M
263,C00263,Corporate,Italy,44,M
264,C00264,Corporate,UK,59,F
265,C00265,Consumer,Germany,56,F
266,C00266,Consumer,Spain,56,F
267,C00267,Consumer,KSA,52,M
268,C00268,Corporate,France,22,F
269,C00269,Consumer,Italy,35,F
270,C00270,Consumer,France,54,M
271,C00271,Consumer,France,18,F
272,C00272,Corporate,UK,53,F
273,C00273,Corporate,Egypt,31,M
274,C00274,Consumer,Egypt,27,M
275,C00275,Consumer,UAE,47,M
276,C00276,Consumer,UK,23,F
277,C00277,Consumer,Canada,18,F
278,C00278,Consumer,Canada,34,M
279,C00279,Corporate,USA,54,M
280,C00280,Consumer,Italy,25,M
281,C00281,Consumer,Spain,42,M
282,C00282,Consumer,Germany,59,F
283,C00283,Consumer,USA,43,M
284,C00284,Corporate,Germany,53,M
285,C00285,Consumer,UK,41,F
286,C00286,Consumer,France,40,F
287,C00287,Consumer,Germany,49,F
288,C00288,Consumer,Canada,56,F
289,C00289,Consumer,USA,51,M
290,C00290,Consumer,Italy,57,M
291,C00291,Corporate,UAE,34,M
292,C00292,Consumer,UAE,33,F
293,C00293,Consumer,UAE,26,F
294,C00294,Home Office,Egypt,28,M
295,C00295,Consumer,Egypt,48,F
296,C00296,Consumer,Egypt,35,F
297,C00297,Corporate,UAE,48,F
298,C00298,Consumer,KSA,36,M
299,C00299,Home Office,UAE,54,F
300,C00300,Consumer,KSA,18,M
301,C00301,Corporate,Spain,18,M
302,C00302,Consumer,Canada,51,F
303,C00303,Corporate,UAE,34,F
304,C00304,Consumer,France,41,F
305,C00305,Consumer,USA,43,F
306,C00306,Consumer,Canada,20,M
307,C00307,Consumer,France,34,F
308,C00308,Consumer,UK,30,F
309,C00309,Consumer,USA,58,F
310,C00310,Consumer,Germany,37,F
311,C00311,Corporate,France,29,M
312,C00312,Consumer,Germany,38,F
313,C00313,Consumer,Spain,28,M
314,C00314,Consumer,USA,21,F
315,C00315,Consumer,UAE,38,F
316,C00316,Consumer,UK,23,M
317,C00317,Corporate,France,54,F
318,C00318,Home Office,Canada,43,F
319,C00319,Home Office,Italy,21,M
320,C00320,Consumer,UK,27,F
321,C00321,Consumer,Egypt,53,F
322,C00322,Consumer,UAE,39,M
323,C00323,Consumer,Spain,24,M
324,C00324,Consumer,Egypt,40,F
325,C00325,Consumer,Egypt,33,F
326,C00326,Corporate,Spain,19,F
327,C00327,Consumer,UAE,57,M
328,C00328,Corporate,UK,48,M
329,C00329,Consumer,UK,53,F
330,C00330,Consumer,UK,20,M
331,C00331,Consumer,Egypt,47,M
332,C00332,Corporate,Egypt,49,M
333,C00333,Consumer,KSA,28,M
334,C00334,Consumer,Germany,19,F
335,C00335,Corporate,USA,50,M
336,C00336,Consumer,Italy,36,F
337,C00337,Consumer,Egypt,36,M
338,C00338,Consumer,UK,25,F
339,C00339,Consumer,Egypt,58,M
340,C00340,Consumer,UK,58,M
341,C00341,Consumer,Egypt,19,M
342,C00342,Home Office,UK,18,M
343,C00343,Consumer,USA,37,F
344,C00344,Consumer,Spain,45,M
345,C00345,Home Office,UK,52,F
346,C00346,Consumer,KSA,53,M
347,C00347,Home Office,UAE,32,F
348,C00348,Consumer,USA,20,F
349,C00349,Consumer,USA,49,F
350,C00350,Consumer,KSA,26,F
351,C00351,Consumer,Germany,44,F
352,C00352,Home Office,USA,29,M
353,C00353,Consumer,France,37,F
354,C00354,Consumer,UK,51,F
355,C00355,Consumer,UK,56,F
356,C00356,Corporate,France,48,M
357,C00357,Consumer,UAE,43,M
358,C00358,Home Office,Spain,40,M
359,C00359,Consumer,USA,46,F
360,C00360,Consumer,Egypt,59,M
361,C00361,Corporate,KSA,49,M
362,C00362,Consumer,Canada,49,F
363,C00363,Consumer,France,57,F
364,C00364,Corporate,France,34,M
365,C00365,Consumer,UK,48,F
366,C00366,Home Office,Italy,31,M
367,C00367,Consumer,Spain,32,F
368,C00368,Consumer,Spain,28,M
369,C00369,Consumer,France,46,M
370,C00370,Consumer,UAE,30,M
371,C00371,Consumer,Egypt,26,M
372,C00372,Corporate,KSA,49,M
373,C00373,Consumer,UK,23,F
374,C00374,Consumer,Germany,29,M
375,C00375,Consumer,Canada,56,F
376,C00376,Consumer,Germany,40,F
377,C00377,Home Office,Italy,43,F
378,C00378,Consumer,Germany,20,M
379,C00379,Home Office,Italy,34,M
380,C00380,Consumer,UAE,40,M
381,C00381,Corporate,Canada,43,M
382,C00382,Home Office,Spain,53,F
383,C00383,Consumer,Egypt,40,F
384,C00384,Consumer,Spain,52,M
385,C00385,Consumer,Spain,56,F
386,C00386,Corporate,Canada,57,F
387,C00387,Corporate,Canada,50,M
388,C00388,Consumer,KSA,44,M
389,C00389,Consumer,UAE,45,F
390,C00390,Consumer,Germany,37,F
391,C00391,Consumer,Germany,27,F
392,C00392,Corporate,Egypt,41,M
393,C00393,Consumer,USA,32,M
394,C00394,Corporate,KSA,27,M
395,C00395,Corporate,UAE,22,M
396,C00396,Home Office,France,30,M
397,C00397,Consumer,USA,35,M
398,C00398,Home Office,UAE,30,F
399,C00399,Consumer,Canada,23,F
400,C00400,Consumer,KSA,37,F
401,C00401,Consumer,Spain,22,F
402,C00402,Consumer,Egypt,24,M
403,C00403,Consumer,Germany,39,M
404,C00404,Consumer,UAE,18,F
405,C00405,Home Office,USA,39,M
406,C00406,Corporate,USA,22,F
407,C00407,Consumer,Germany,37,M
408,C00408,Consumer,Spain,33,F
409,C00409,Consumer,France,51,F
410,C00410,Corporate,Egypt,57,M
411,C00411,Consumer,Germany,49,F
412,C00412,Consumer,Egypt,27,F
413,C00413,Consumer,Italy,54,F
414,C00414,Consumer,USA,30,F
415,C00415,Consumer,Italy,20,M
416,C00416,Consumer,USA,53,F
417,C00417,Consumer,France,45,F
418,C00418,Consumer,Egypt,19,M
419,C00419,Corporate,Germany,52,F
420,C00420,Corporate,Italy,19,M
421,C00421,Consumer,Italy,48,F
422,C00422,Corporate,Germany,26,F
423,C00423,Corporate,KSA,37,M
424,C00424,Consumer,France,44,M
425,C00425,Corporate,Canada,22,F
426,C00426,Consumer,USA,24,M
427,C00427,Corporate,USA,34,F
428,C00428,Consumer,Canada,59,F
429,C00429,Consumer,Canada,34,M
430,C00430,Home Office,Egypt,58,F
431,C00431,Consumer,UAE,27,M
432,C00432,Consumer,UAE,28,F
433,C00433,Consumer,KSA,41,M
434,C00434,Corporate,Egypt,37,M
435,C00435,Consumer,Canada,43,M
436,C00436,Consumer,Spain,30,M
437,C00437,Corporate,UK,52,M
438,C00438,Consumer,Italy,49,M
439,C00439,Consumer,UK,31,M
440,C00440,Consumer,Italy,53,M
441,C00441,Consumer,USA,26,F
442,C00442,Consumer,Egypt,50,M
443,C00443,Corporate,USA,37,F
444,C00444,Home Office,Spain,37,M
445,C00445,Consumer,Spain,42,M
446,C00446,Consumer,UK,19,M
447,C00447,Consumer,Spain,26,M
448,C00448,Consumer,Spain,21,M
449,C00449,Corporate,UK,31,M
450,C00450,Consumer,France,40,M
451,C00451,Consumer,Canada,43,M
452,C00452,Corporate,Germany,19,F
453,C00453,Consumer,KSA,22,M
454,C00454,Consumer,UK,35,M
455,C00455,Corporate,Canada,49,M
456,C00456,Consumer,Egypt,24,F
457,C00457,Consumer,Germany,34,M
458,C00458,Home Office,France,21,F
459,C00459,Corporate,Canada,25,F
460,C00460,Consumer,Canada,40,M
461,C00461,Home Office,Canada,33,F
462,C00462,Consumer,France,37,M
463,C00463,Consumer,Germany,26,F
464,C00464,Corporate,UK,19,F
465,C00465,Consumer,UAE,35,M
466,C00466,Consumer,Spain,33,F
467,C00467,Home Office,KSA,34,F
468,C00468,Consumer,France,58,F
469,C00469,Consumer,Germany,45,M
470,C00470,Consumer,Italy,58,M
471,C00471,Consumer,Italy,21,M
472,C00472,Corporate,UK,58,M
473,C00473,Consumer,KSA,41,F
474,C00474,Consumer,KSA,40,F
475,C00475,Home Office,UK,43,M
476,C00476,Consumer,UAE,45,F
477,C00477,Consumer,UK,56,F
478,C00478,Consumer,Italy,43,M
479,C00479,Consumer,Canada,41,M
480,C00480,Corporate,USA,24,F
481,C00481,Consumer,Germany,37,M
482,C00482,Corporate,USA,57,M
483,C00483,Corporate,Canada,33,F
484,C00484,Consumer,Italy,46,M
485,C00485,Corporate,UK,38,M
486,C00486,Home Office,Italy,21,F
487,C00487,Corporate,Egypt,25,F
488,C00488,Corporate,Italy,42,M
489,C00489,Consumer,France,52,F
490,C00490,Consumer,Spain,44,F
491,C00491,Consumer,Canada,35,F
492,C00492,Consumer,France,23,M
493,C00493,Corporate,Germany,53,M
494,C00494,Consumer,Germany,48,F
495,C00495,Consumer,Canada,39,F
496,C00496,Consumer,Spain,42,M
497,C00497,Consumer,UK,33,F
498,C00498,Consumer,UAE,42,M
499,C00499,Consumer,Canada,27,M
500,C00500,Consumer,UK,38,M
501,C00501,Consumer,Italy,57,M
502,C00502,Corporate,Spain,35,F
503,C00503,Consumer,Italy,45,F
504,C00504,Consumer,Egypt,33,M
505,C00505,Consumer,France,19,M
506,C00506,Home Office,Italy,38,F
507,C00507,Consumer,Germany,47,F
508,C00508,Home Office,France,34,M
509,C00509,Home Office,KSA,53,F
510,C00510,Consumer,UK,18,F
511,C00511,Consumer,KSA,40,M
512,C00512,Consumer,Canada,47,M
513,C00513,Consumer,Canada,20,M
514,C00514,Consumer,Canada,51,M
515,C00515,Consumer,UK,58,M
516,C00516,Corporate,USA,23,F
517,C00517,Corporate,UK,58,F
518,C00518,Home Office,Egypt,44,M
519,C00519,Corporate,France,40,M
520,C00520,Corporate,Italy,27,F
521,C00521,Corporate,KSA,38,M
522,C00522,Consumer,Spain,29,M
523,C00523,Consumer,UK,21,F
524,C00524,Corporate,USA,48,M
525,C00525,Home Office,Egypt,43,M
526,C00526,Consumer,USA,54,M
527,C00527,Home Office,Egypt,27,M
528,C00528,Home Office,Italy,54,F
529,C00529,Consumer,Italy,20,M
530,C00530,Consumer,UK,24,M
531,C00531,Consumer,France,56,M
532,C00532,Consumer,Italy,51,M
533,C00533,Corporate,Egypt,43,F
534,C00534,Home Office,Egypt,23,M
535,C00535,Consumer,Spain,27,M
536,C00536,Home Office,Spain,53,M
537,C00537,Corporate,UK,40,M
538,C00538,Consumer,UK,25,F
539,C00539,Consumer,UK,36,F
540,C00540,Corporate,Germany,55,M
541,C00541,Home Office,KSA,25,F
542,C00542,Consumer,UK,40,F
543,C00543,Consumer,Canada,36,M
544,C00544,Consumer,Canada,39,M
545,C00545,Consumer,Canada,20,F
546,C00546,Consumer,Italy,48,F
547,C00547,Consumer,Italy,59,M
548,C00548,Corporate,Spain,29,M
549,C00549,Consumer,Egypt,52,F
550,C00550,Corporate,UAE,55,M
551,C00551,Consumer,UK,53,F
552,C00552,Consumer,UAE,36,F
553,C00553,Consumer,Canada,58,F
554,C00554,Consumer,France,44,F
555,C00555,Consumer,USA,48,M
556,C00556,Consumer,Spain,43,F
557,C00557,Consumer,France,26,M
558,C00558,Corporate,UAE,27,F
559,C00559,Consumer,Italy,22,M
560,C00560,Consumer,Canada,29,M
561,C00561,Consumer,France,40,M
562,C00562,Corporate,Egypt,25,F
563,C00563,Consumer,KSA,33,F
564,C00564,Consumer,Spain,34,M
565,C00565,Consumer,France,23,F
566,C00566,Corporate,Italy,24,M
567,C00567,Consumer,Germany,50,F
568,C00568,Corporate,KSA,26,M
569,C00569,Corporate,Germany,28,M
570,C00570,Consumer,France,27,M
571,C00571,Consumer,KSA,28,F
572,C00572,Consumer,KSA,25,M
573,C00573,Consumer,USA,36,F
574,C00574,Consumer,France,55,M
575,C00575,Corporate,USA,57,M
576,C00576,Consumer,Spain,18,F
577,C00577,Home Office,Spain,43,M
578,C00578,Home Office,Egypt,39,F
579,C00579,Consumer,KSA,21,F
580,C00580,Consumer,USA,37,M
581,C00581,Consumer,Spain,41,F
582,C00582,Corporate,Italy,59,M
583,C00583,Consumer,UK,51,M
584,C00584,Home Office,Egypt,46,F
585,C00585,Corporate,UK,31,M
586,C00586,Consumer,Spain,52,F
587,C00587,Home Office,Spain,32,F
588,C00588,Consumer,Italy,27,M
589,C00589,Consumer,KSA,20,F
590,C00590,Consumer,Canada,20,F
591,C00591,Consumer,UAE,26,F
592,C00592,Corporate,UK,59,M
593,C00593,Home Office,KSA,23,M
594,C00594,Corporate,UAE,35,M
595,C00595,Consumer,France,58,F
596,C00596,Consumer,Germany,59,M
597,C00597,Consumer,KSA,50,F
598,C00598,Consumer,KSA,48,F
599,C00599,Consumer,UAE,18,F
600,C00600,Home Office,Italy,55,M
601,C00601,Consumer,Egypt,39,F
602,C00602,Consumer,Egypt,23,M
603,C00603,Corporate,UK,33,M
604,C00604,Consumer,UK,41,M
605,C00605,Consumer,KSA,54,F
606,C00606,Consumer,UAE,23,F
607,C00607,Consumer,UAE,34,M
608,C00608,Consumer,Canada,59,F
609,C00609,Corporate,Canada,22,M
610,C00610,Consumer,Spain,25,M
611,C00611,Consumer,Germany,30,M
612,C00612,Home Office,KSA,40,F
613,C00613,Consumer,UAE,29,M
614,C00614,Consumer,Germany,18,F
615,C00615,Consumer,Canada,27,M
616,C00616,Consumer,Egypt,28,M
617,C00617,Consumer,KSA,44,M
618,C00618,Consumer,KSA,34,F
619,C00619,Corporate,Germany,53,M
620,C00620,Consumer,Germany,54,F
621,C00621,Consumer,USA,43,F
622,C00622,Consumer,KSA,23,F
623,C00623,Home Office,UK,48,F
624,C00624,Corporate,Spain,25,F
625,C00625,Corporate,USA,52,M
626,C00626,Consumer,KSA,35,M
627,C00627,Consumer,France,39,F
628,C00628,Consumer,Italy,54,M
629,C00629,Corporate,Canada,56,F
630,C00630,Corporate,Germany,30,F
631,C00631,Consumer,KSA,25,M
632,C00632,Home Office,KSA,18,F
633,C00633,Home Office,UK,59,M
634,C00634,Consumer,France,45,M
635,C00635,Home Office,Germany,21,F
636,C00636,Corporate,Spain,22,M
637,C00637,Corporate,UAE,34,F
638,C00638,Corporate,Canada,50,M
639,C00639,Corporate,Germany,32,M
640,C00640,Consumer,UAE,57,F
641,C00641,Consumer,Spain,27,F
642,C00642,Consumer,KSA,43,M
643,C00643,Consumer,Spain,32,F
644,C00644,Consumer,Egypt,53,M
645,C00645,Home Office,Egypt,20,M
646,C00646,Consumer,KSA,40,F
647,C00647,Corporate,KSA,55,M
648,C00648,Consumer,Germany,35,F
649,C00649,Consumer,KSA,27,M
650,C00650,Home Office,USA,36,F
651,C00651,Consumer,France,49,F
652,C00652,Consumer,Italy,23,M
653,C00653,Consumer,France,26,M
654,C00654,Corporate,Egypt,20,M
655,C00655,Consumer,UK,23,M
656,C00656,Home Office,Canada,46,F
657,C00657,Consumer,Egypt,25,M
658,C00658,Consumer,Germany,25,M
659,C00659,Consumer,USA,59,M
660,C00660,Consumer,USA,40,F
661,C00661,Consumer,USA,50,M
662,C00662,Corporate,UAE,30,F
663,C00663,Consumer,Canada,47,M
664,C00664,Consumer,Spain,25,M
665,C00665,Consumer,Spain,51,F
666,C00666,Consumer,Germany,49,M
667,C00667,Corporate,UAE,31,F
668,C00668,Corporate,UAE,55,M
669,C00669,Corporate,Germany,30,F
670,C00670,Consumer,Germany,45,F
671,C00671,Consumer,Canada,41,M
672,C00672,Consumer,Germany,29,F
673,C00673,Consumer,UK,44,F
674,C00674,Consumer,UK,43,F
675,C00675,Consumer,UAE,21,F
676,C00676,Consumer,Spain,36,M
677,C00677,Consumer,France,36,F
678,C00678,Consumer,KSA,53,F
679,C00679,Consumer,USA,49,F
680,C00680,Consumer,Spain,21,F
681,C00681,Home Office,Canada,38,F
682,C00682,Consumer,Italy,59,F
683,C00683,Consumer,Spain,39,F
684,C00684,Home Office,Spain,32,M
685,C00685,Consumer,Canada,58,F
686,C00686,Consumer,Spain,35,M
687,C00687,Consumer,Italy,18,F
688,C00688,Corporate,Spain,40,F
689,C00689,Consumer,Germany,41,F
690,C00690,Home Office,UK,58,M
691,C00691,Consumer,UK,31,M
692,C00692,Consumer,UAE,30,F
693,C00693,Consumer,Germany,56,F
694,C00694,Corporate,Italy,38,F
695,C00695,Home Office,Egypt,27,F
696,C00696,Consumer,Germany,46,M
697,C00697,Consumer,KSA,59,M
698,C00698,Consumer,Canada,32,F
699,C00699,Corporate,Spain,57,M
700,C00700,Consumer,Germany,46,F
701,C00701,Consumer,Canada,36,M
702,C00702,Home Office,Canada,56,F
703,C00703,Corporate,Canada,29,M
704,C00704,Consumer,France,21,F
705,C00705,Consumer,Italy,44,M
706,C00706,Corporate,Spain,51,M
707,C00707,Consumer,Italy,23,M
708,C00708,Corporate,UK,59,M
709,C00709,Consumer,UK,49,F
710,C00710,Consumer,Italy,58,M
711,C00711,Consumer,Germany,45,F
712,C00712,Consumer,Germany,18,M
713,C00713,Consumer,Egypt,18,M
714,C00714,Consumer,Egypt,39,F
715,C00715,Consumer,UAE,36,M
716,C00716,Corporate,USA,44,F
717,C00717,Consumer,Italy,25,F
718,C00718,Consumer,Canada,46,M
719,C00719,Consumer,Egypt,45,M
720,C00720,Consumer,KSA,58,F
721,C00721,Consumer,Italy,30,F
722,C00722,Consumer,Spain,49,M
723,C00723,Consumer,UK,32,M
724,C00724,Consumer,KSA,31,M
725,C00725,Consumer,Germany,43,F
726,C00726,Corporate,KSA,27,F
727,C00727,Consumer,Egypt,37,F
728,C00728,Consumer,UAE,25,M
729,C00729,Consumer,Italy,37,M
730,C00730,Consumer,Spain,23,F
731,C00731,Home Office,Spain,26,F
732,C00732,Consumer,Canada,30,F
733,C00733,Home Office,Italy,18,F
734,C00734,Home Office,KSA,26,F
735,C00735,Home Office,UK,41,F
736,C00736,Corporate,USA,20,F
737,C00737,Consumer,Spain,35,F
738,C00738,Consumer,Italy,45,F
739,C00739,Consumer,KSA,48,M
740,C00740,Consumer,Egypt,48,F
741,C00741,Consumer,Canada,58,M
742,C00742,Consumer,KSA,58,M
743,C00743,Consumer,KSA,37,F
744,C00744,Corporate,Canada,22,M
